#X,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31
GRP149-1.p,1,17,18,18,151,1,17,1,17,18,18,2,1,2,17,0.882353,0.117647,2,1,7,3,2,U,U,P,M,G,2,1,M,M
GRP157-1.p,1,16,17,17,150,1,16,1,16,17,17,1,1,1,16,0.9375,0.0625,2,1,7,3,2,U,U,P,M,G,2,1,M,M
GRP158-1.p,1,16,17,17,150,1,16,1,16,17,17,1,1,1,16,0.9375,0.0625,2,1,7,3,2,U,U,P,M,G,2,1,M,M
GRP159-1.p,1,16,17,17,150,1,16,1,16,17,17,1,1,1,16,0.9375,0.0625,2,1,7,3,2,U,U,P,M,G,2,1,M,M
GRP186-3.p,1,15,16,16,146,1,15,1,15,16,16,0,1,0,15,1,0,2,1,7,4,2,U,U,P,M,G,2,1,M,M
GRP186-4.p,1,18,19,19,165,1,18,1,18,19,19,1,1,1,18,0.944444,0.055556,2,1,7,4,2,U,U,P,M,G,2,1,M,M
HEN012-1.p,1,9,10,22,79,1,3,1,9,2,0,0,1,0,3,1,0,2,2,2,2,1,H,U,S,S,G,2,2,S,M
HWV026-1.p,11,82,93,374,1245,4,3,11,17,45,5,1,3,2,10,0.666667,0.2,2,1,8,3,1,G,H,S,S,N,2,1,M,M
HWV026-3.p,19,117,136,418,1790,7,21,19,55,72,23,4,5,4,35,0.809524,0.114286,3,1,57,5,1,G,H,S,M,N,3,1,L,M
LCL527+1.p,1,145,146,271,1051,1,29,1,136,13,0,29,1,38,38,0,1,2,1,15,5,3,G,U,S,F,G,2,1,M,M
LCL540+1.p,1,146,147,272,1052,1,30,1,137,13,0,30,1,39,39,0,1,2,1,15,5,3,G,U,S,F,G,2,1,M,M
LCL773-1.p,44,1057,1101,3159,17084,22,136,44,885,475,123,48,2,48,151,0.647059,0.317881,3,2,57,5,1,G,H,S,M,N,3,2,L,M
NUM025-1.p,2,14,16,25,105,2,7,2,14,0,0,2,0,2,7,0.714286,0.285714,2,1,7,4,1,H,U,N,M,N,2,1,M,M
NUM025-2.p,4,12,16,25,105,3,6,4,10,0,0,0,2,0,7,1,0,2,1,7,4,1,G,H,N,M,N,2,1,M,M
NUM183-1.p,5,137,142,306,3087,2,28,5,125,50,11,16,2,16,32,0.428571,0.5,3,1,40,25,2,G,H,S,M,N,3,1,L,D
NUM341+1.p,3,406,409,489,3686,0,374,3,402,7,0,374,0,374,377,0,0.992042,2,1,5,5,2,G,H,S,F,N,2,1,M,M
NUM394+1.p,7,54,61,103,249,4,33,7,50,3,0,31,4,31,34,0.060606,0.911765,1,1,3,2,1,G,H,S,S,N,1,1,S,M
NUM460+2.p,3,40,43,126,411,2,11,3,37,29,3,11,2,11,11,0,1,2,2,8,3,1,G,H,S,F,N,2,2,M,M
REL049+1.p,1,14,15,15,131,1,14,1,14,15,15,2,1,2,14,0.857143,0.142857,2,1,6,5,2,U,U,P,M,G,2,1,M,M
REL049-1.p,1,14,15,15,131,1,14,1,14,15,15,2,1,2,14,0.857143,0.142857,2,1,6,5,2,U,U,P,M,G,2,1,M,M
RNG123+4.p,18,190,208,631,2189,6,56,18,164,110,20,56,11,57,57,0,1,4,1,67,4,1,G,H,S,F,N,3,1,L,M
SET017+1.p,5,80,85,181,1362,2,13,5,69,21,2,8,1,8,19,0.384615,0.421053,2,1,26,14,1,G,H,S,M,N,2,1,L,D
SET019+4.p,3,29,32,68,250,2,2,3,24,5,0,2,1,2,4,0,0.5,2,1,18,2,1,G,H,S,F,N,2,1,M,M
SET024+1.p,5,78,83,179,1354,2,11,5,67,19,0,6,1,6,17,0.454545,0.352941,2,1,26,14,1,G,H,S,M,N,2,1,L,D
SET027+1.p,5,79,84,180,1355,2,12,5,68,19,0,7,1,7,18,0.416667,0.388889,2,1,26,14,1,G,H,S,M,N,2,1,L,D
SET027-6.p,3,76,79,169,1940,1,16,3,68,22,5,9,1,9,19,0.4375,0.473684,3,1,24,25,2,G,H,S,M,N,3,1,L,D
SET027-7.p,3,81,84,178,2011,1,17,3,73,22,5,9,1,9,20,0.470588,0.45,3,1,24,25,2,G,H,S,M,N,3,1,L,D
SET072+1.p,5,80,85,181,1362,2,13,5,69,21,2,8,1,8,19,0.384615,0.421053,2,1,26,14,1,G,H,S,M,N,2,1,L,D
SET083+1.p,5,79,84,180,1359,2,12,5,68,21,2,7,1,7,18,0.416667,0.388889,2,1,26,14,1,G,H,S,M,N,2,1,L,D
SET084+1.p,5,79,84,180,1359,2,12,5,68,21,2,7,1,7,18,0.416667,0.388889,2,1,26,14,1,G,H,S,M,N,2,1,L,D
SET095-7.p,9,116,125,265,2432,3,24,9,95,51,8,10,1,10,37,0.583333,0.27027,3,1,26,25,1,G,H,S,M,N,3,1,L,D
SET153-6.p,3,93,96,202,2437,1,20,3,85,31,8,11,1,11,23,0.45,0.478261,3,1,26,25,2,G,H,S,M,N,3,1,L,D
SET166-6.p,4,94,98,204,2445,2,21,4,86,30,7,12,2,12,24,0.428571,0.5,3,1,26,25,2,G,H,S,M,N,3,1,L,D
SET187-6.p,3,94,97,203,2440,1,21,3,86,31,8,12,1,12,24,0.428571,0.5,3,1,26,25,2,G,H,S,M,N,3,1,L,D
SET196-6.p,3,93,96,202,2436,1,20,3,85,30,7,11,1,11,23,0.45,0.478261,3,1,26,25,2,G,H,S,M,N,3,1,L,D
SET197-6.p,3,93,96,202,2436,1,20,3,85,30,7,11,1,11,23,0.45,0.478261,3,1,26,25,2,G,H,S,M,N,3,1,L,D
SET242-6.p,3,95,98,204,2446,1,22,3,87,30,7,13,1,13,25,0.409091,0.52,3,1,26,25,2,G,H,S,M,N,3,1,L,D
SET252-6.p,3,93,96,202,2438,1,20,3,85,30,7,11,1,11,23,0.45,0.478261,3,1,26,25,2,G,H,S,M,N,3,1,L,D
SET253-6.p,3,93,96,202,2440,1,20,3,85,30,7,11,1,11,23,0.45,0.478261,3,1,26,25,2,G,H,S,M,N,3,1,L,D
SET558-6.p,3,95,98,204,2445,1,22,3,87,31,8,13,1,13,25,0.409091,0.52,3,1,26,25,2,G,H,S,M,N,3,1,L,D
SET642+3.p,3,39,42,143,493,1,6,3,28,2,0,5,1,5,6,0.166667,0.833333,2,1,23,3,1,G,H,S,F,N,2,1,M,M
SET689+4.p,3,30,33,69,253,2,3,3,25,5,0,3,1,3,5,0,0.6,2,1,18,2,1,G,H,S,F,N,2,1,M,M
SET691+4.p,3,28,31,69,253,1,0,3,22,5,0,0,1,1,3,0,0.333333,2,1,18,2,1,G,H,S,F,N,2,1,M,M
SET826-1.p,41,1319,1360,2562,8580,35,185,41,1291,132,91,126,8,126,193,0.318919,0.65285,6,3,319,4,1,G,H,S,M,N,3,3,L,M
SET827-1.p,41,1319,1360,2562,8580,35,185,41,1291,132,91,126,8,126,193,0.318919,0.65285,6,3,319,4,1,G,H,S,M,N,3,3,L,M
SET828-1.p,41,1320,1361,2565,8595,35,185,41,1292,132,91,126,8,126,193,0.318919,0.65285,6,3,319,4,1,G,H,S,M,N,3,3,L,M
SET829-1.p,41,1320,1361,2565,8595,35,185,41,1292,132,91,126,8,126,193,0.318919,0.65285,6,3,319,4,1,G,H,S,M,N,3,3,L,M
SET832-1.p,41,1319,1360,2562,8580,35,185,41,1291,132,91,126,8,126,193,0.318919,0.65285,6,3,319,4,1,G,H,S,M,N,3,3,L,M
SET833-1.p,41,1319,1360,2562,8580,35,185,41,1291,132,91,126,8,126,193,0.318919,0.65285,6,3,319,4,1,G,H,S,M,N,3,3,L,M
SET835-1.p,41,1320,1361,2565,8595,35,185,41,1292,132,91,126,8,126,193,0.318919,0.65285,6,3,319,4,1,G,H,S,M,N,3,3,L,M
SET836-1.p,41,1320,1361,2565,8595,35,185,41,1292,132,91,126,8,126,193,0.318919,0.65285,6,3,319,4,1,G,H,S,M,N,3,3,L,M
SEU056+1.p,7,49,56,86,249,4,31,7,47,9,3,24,3,24,32,0.225806,0.75,2,1,8,3,1,G,H,S,M,N,2,1,M,M
SEU062+1.p,10,44,54,88,244,5,25,10,40,5,0,21,3,21,27,0.16,0.777778,2,1,10,3,1,G,H,S,M,N,2,1,M,M
SEU096+1.p,12,133,145,213,506,9,94,12,129,3,0,80,8,80,97,0.148936,0.824742,2,1,11,3,1,G,H,S,M,N,2,1,M,M
SEU126+2.p,7,43,50,109,425,2,11,7,34,28,6,3,2,3,19,0.727273,0.157895,3,2,17,2,1,G,H,S,M,N,3,2,M,M
SEU161+2.p,15,128,143,338,1557,5,20,15,99,96,19,4,2,4,39,0.8,0.102564,4,2,59,4,1,G,H,S,M,N,3,2,L,M
SEU219+3.p,7,56,63,112,293,3,27,7,54,7,1,23,3,23,28,0.148148,0.821429,1,1,8,3,1,G,H,S,M,N,1,1,M,M
SWC379+1.p,14,193,207,756,2198,2,17,14,117,92,3,17,3,18,18,0,1,2,1,58,5,1,G,H,S,F,N,2,1,L,M
SWV317-1.p,127,2806,2933,6309,32179,89,667,127,2540,1176,669,180,17,181,735,0.730135,0.246259,18,2,583,11,1,G,H,S,M,N,3,2,L,D
SWV689-1.p,38,760,798,2056,11855,16,114,38,658,339,90,42,2,42,133,0.631579,0.315789,3,2,21,6,1,G,H,S,M,N,3,2,M,D
SWV690-1.p,38,761,799,2057,11862,16,115,38,659,339,90,42,2,42,134,0.634783,0.313433,3,2,21,6,1,G,H,S,M,N,3,2,M,D
SWV799-1.p,84,547,631,1238,10219,81,180,84,476,283,207,25,9,25,188,0.861111,0.132979,4,2,87,10,1,G,H,S,M,N,3,2,L,D
SWV837-1.p,31,543,574,1344,9005,10,119,31,483,263,89,16,1,16,125,0.865546,0.128,4,2,54,6,1,G,H,S,M,N,3,2,L,D
SWV925-1.p,211,403,614,1010,11158,206,132,211,360,435,387,13,1,14,151,0.901515,0.092715,8,2,156,10,1,G,H,S,M,N,3,2,L,D
ALG383-1.p,34,953,987,2385,12711,9,193,34,886,374,52,151,5,151,198,0.217617,0.762626,3,2,63,6,1,G,H,S,M,N,3,2,L,D
SCT124+1.p,37,713,750,1896,21268,3,112,37,536,328,84,27,0,27,161,0.758929,0.167702,8,3,506,15,2,G,H,S,M,N,3,3,L,D
SET649+3.p,3,51,54,184,638,1,7,3,40,2,0,6,1,6,7,0.142857,0.857143,2,1,29,3,1,G,H,S,F,N,2,1,L,M
SEU167+2.p,16,138,154,359,1667,5,22,16,108,99,19,5,2,5,42,0.772727,0.119048,4,2,59,4,1,G,H,S,M,N,3,2,L,M
SEU424+4.p,4334,214772,219106,1648562,7367832,1584,13146,4334,72082,97806,2323,10591,1409,14448,21970,0.194356,0.657624,20,2,84887,16,1,G,H,S,M,N,3,2,L,D
SWV791-1.p,66,540,606,1171,9560,60,192,66,468,290,213,27,8,27,204,0.859375,0.132353,5,2,103,10,1,G,H,S,M,N,3,2,L,D
SWV816-1.p,60,494,554,1114,8978,58,162,60,437,236,171,20,7,20,170,0.876543,0.117647,4,2,81,10,1,G,H,S,M,N,3,2,L,D
SWV834-1.p,48,593,641,1408,13877,29,152,48,522,348,158,16,1,16,164,0.894737,0.097561,6,2,149,13,2,G,H,S,M,N,3,2,L,D
SWW220+1.p,71,1655,1726,4257,28907,26,360,71,1396,750,196,235,6,235,409,0.347222,0.574572,5,2,230,8,2,G,H,S,M,N,3,2,L,D
SWW232+1.p,71,1514,1585,3848,23919,26,314,71,1347,709,166,208,8,208,337,0.33758,0.617211,5,2,150,8,1,G,H,S,M,N,3,2,L,D
SYN440-1.p,106,222,328,946,1423,0,0,106,165,0,0,0,106,8,8,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN447+1.p,87,229,316,932,1403,0,0,87,170,0,0,0,86,5,5,0,1,0,0,0,1,1,G,H,N,F,N,0,0,S,M
SYN556-1.p,1,11,12,25,111,1,4,1,11,0,0,2,1,2,4,0.5,0.5,3,1,9,5,1,H,U,N,S,G,3,1,M,M
GEO297+1.p,46,274,320,3286,10740,7,57,46,173,283,31,57,7,59,59,0,1,18,4,236,3,1,G,H,S,F,N,3,3,L,M
HEN006-1.p,1,12,13,25,90,1,6,1,12,2,0,3,1,3,6,0.5,0.5,2,2,2,2,1,H,U,S,S,G,2,2,S,M
HEN009-1.p,1,12,13,25,91,1,6,1,12,3,1,3,1,3,6,0.5,0.5,2,2,2,2,1,H,U,S,S,G,2,2,S,M
SYN442+1.p,46,138,184,656,1013,0,0,46,79,0,0,0,46,5,5,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN442-1.p,46,138,184,656,1013,0,0,46,79,0,0,0,46,5,5,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN443-1.p,47,137,184,646,994,0,0,47,78,0,0,0,46,10,10,0,1,0,0,0,1,1,G,H,N,F,N,0,0,S,M
SYN450+1.p,46,134,180,653,1013,0,0,46,74,0,0,0,46,6,6,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN450-1.p,46,134,180,653,1013,0,0,46,74,0,0,0,46,6,6,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN451+1.p,42,134,176,648,1011,0,0,42,75,0,0,0,42,6,6,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN451-1.p,42,133,175,642,1002,0,0,42,75,0,0,0,42,6,6,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN452-1.p,43,137,180,653,1019,0,0,43,78,0,0,0,43,8,8,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN455+1.p,46,138,184,663,1026,0,0,46,78,0,0,0,46,3,3,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN455-1.p,46,138,184,663,1026,0,0,46,78,0,0,0,46,3,3,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN459-1.p,42,121,163,631,1003,0,0,42,62,0,0,0,42,7,7,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN461+1.p,43,133,176,652,1024,0,0,43,73,0,0,0,43,7,7,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN462-1.p,47,137,184,649,1003,0,0,47,77,0,0,0,47,10,10,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN465+1.p,48,148,196,724,1126,0,0,48,82,0,0,0,48,6,6,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN465-1.p,48,148,196,724,1126,0,0,48,82,0,0,0,48,6,6,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN468+1.p,48,148,196,698,1070,0,0,48,81,0,0,0,48,11,11,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN468-1.p,48,148,196,698,1070,0,0,48,81,0,0,0,48,11,11,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN469-1.p,43,140,183,705,1110,0,0,43,73,0,0,0,43,4,4,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN472+1.p,46,150,196,756,1191,0,0,46,78,0,0,0,46,8,8,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN475-1.p,45,147,192,749,1187,0,0,45,76,0,0,0,45,9,9,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN477+1.p,43,145,188,719,1133,0,0,43,74,0,0,0,43,14,14,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN478-1.p,47,153,200,739,1141,0,0,47,80,0,0,0,47,15,15,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN479+1.p,46,154,200,784,1240,0,0,46,78,0,0,0,46,9,9,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN479-1.p,46,154,200,784,1240,0,0,46,78,0,0,0,46,9,9,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN486+1.p,46,154,200,791,1259,0,0,46,78,0,0,0,46,10,10,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN486-1.p,46,154,200,791,1259,0,0,46,78,0,0,0,46,10,10,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN487+1.p,48,155,203,737,1124,0,0,48,80,0,0,0,48,11,11,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN488+1.p,48,156,204,776,1208,0,0,48,80,0,0,0,48,6,6,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN488-1.p,48,156,204,776,1208,0,0,48,80,0,0,0,48,6,6,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN499-1.p,47,157,204,815,1289,0,0,47,77,0,0,0,47,6,6,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN500+1.p,45,155,200,831,1344,0,0,45,76,0,0,0,45,8,8,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN500-1.p,45,155,200,831,1344,0,0,45,76,0,0,0,45,8,8,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN501-1.p,46,153,199,781,1231,0,0,46,74,0,0,0,46,12,12,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN503+1.p,45,155,200,804,1278,0,0,45,77,0,0,0,44,9,9,0,1,0,0,0,1,1,G,H,N,F,N,0,0,S,M
SYN503-1.p,45,155,200,804,1278,0,0,45,77,0,0,0,44,9,9,0,1,0,0,0,1,1,G,H,N,F,N,0,0,S,M
SYN504+1.p,48,160,208,815,1289,0,0,48,81,0,0,0,48,8,8,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
SYN507+1.p,44,156,200,788,1229,0,0,44,77,0,0,0,44,5,5,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M
GRP085-1.p,1,1,2,5,47,0,1,1,1,2,2,0,1,0,1,1,0,2,1,3,4,2,U,H,P,F,G,2,1,S,M
GRP685+1.p,1,7,8,9,119,0,7,1,7,8,8,0,1,0,7,1,0,2,2,6,4,3,U,H,P,M,G,2,2,M,M
RNG047+2.p,3,54,57,173,613,2,9,3,46,36,5,9,2,9,9,0,1,2,1,13,4,1,G,H,S,F,N,2,1,M,M
SWC016-1.p,14,186,200,634,1916,2,58,14,152,88,4,16,2,17,59,0.724138,0.288136,2,1,54,5,1,G,H,S,M,N,2,1,L,M
SWC017-1.p,14,185,199,632,1911,2,58,14,147,91,3,16,2,21,63,0.724138,0.333333,2,1,54,5,1,G,H,S,M,N,2,1,L,M
SWC048-1.p,14,185,199,632,1911,2,58,14,147,91,3,16,2,21,63,0.724138,0.333333,2,1,54,5,1,G,H,S,M,N,2,1,L,M
SWC054-1.p,14,186,200,634,1916,2,58,14,152,88,4,16,2,17,59,0.724138,0.288136,2,1,54,5,1,G,H,S,M,N,2,1,L,M
SWC059-1.p,14,184,198,630,1905,2,58,14,150,88,4,16,2,17,59,0.724138,0.288136,2,1,54,5,1,G,H,S,M,N,2,1,L,M
SWC060-1.p,14,185,199,632,1911,2,58,14,147,91,3,16,2,21,63,0.724138,0.333333,2,1,54,5,1,G,H,S,M,N,2,1,L,M
KLE150+1.p,1,19,20,25,182,1,14,1,19,17,15,0,1,0,14,1,0,2,1,6,4,2,H,U,S,M,G,2,1,M,M
KRS187+1.p,22,87,109,263,1057,6,8,22,62,0,0,7,6,7,18,0.125,0.388889,2,1,104,2,1,G,H,N,F,N,2,1,L,M
KRS190+1.p,22,87,109,263,1057,6,8,22,62,0,0,7,6,7,18,0.125,0.388889,2,1,104,2,1,G,H,N,F,N,2,1,L,M
KRS191+1.p,22,87,109,263,1057,6,8,22,62,0,0,7,6,7,18,0.125,0.388889,2,1,104,2,1,G,H,N,F,N,2,1,L,M
KRS193+1.p,22,87,109,263,1057,6,8,22,62,0,0,7,6,7,18,0.125,0.388889,2,1,104,2,1,G,H,N,F,N,2,1,L,M
KRS194+1.p,22,87,109,263,1057,6,8,22,62,0,0,7,6,7,18,0.125,0.388889,2,1,104,2,1,G,H,N,F,N,2,1,L,M
KRS195+1.p,22,87,109,263,1057,6,8,22,62,0,0,7,6,7,18,0.125,0.388889,2,1,104,2,1,G,H,N,F,N,2,1,L,M
KRS196+1.p,22,87,109,263,1057,6,8,22,62,0,0,7,6,7,18,0.125,0.388889,2,1,104,2,1,G,H,N,F,N,2,1,L,M
SEU172+2.p,16,165,181,425,1913,5,28,16,129,102,19,6,1,6,49,0.785714,0.122449,4,2,68,4,1,G,H,S,M,N,3,2,L,M
LAT271-1.p,87,2663,2750,6048,30300,50,601,87,2410,1057,557,176,12,176,665,0.707155,0.264662,18,3,583,8,1,G,H,S,M,N,3,3,L,D
LAT272-1.p,87,2663,2750,6048,30300,50,601,87,2410,1057,557,176,12,176,665,0.707155,0.264662,18,3,583,8,1,G,H,S,M,N,3,3,L,D
LAT281-1.p,85,2656,2741,6015,30083,48,600,85,2406,1053,557,175,10,175,666,0.708333,0.262763,18,3,576,8,1,G,H,S,M,N,3,3,L,D
LAT303+1.p,16,159,175,484,1406,13,53,16,95,9,0,45,10,45,54,0.150943,0.833333,3,1,28,3,1,G,H,S,M,N,3,1,L,M
LAT377+1.p,11,335,346,1348,3899,8,44,11,157,13,0,39,8,39,142,0.113636,0.274648,5,1,72,3,1,G,H,S,M,N,3,1,L,M
LCL776-1.p,51,819,870,2200,14815,31,206,51,663,455,231,70,2,70,248,0.660194,0.282258,5,2,102,8,2,G,H,S,M,N,3,2,L,D
LCL787-1.p,33,345,378,724,5400,25,115,33,307,224,156,29,2,29,128,0.747826,0.226562,5,2,118,6,1,G,H,S,M,N,3,2,L,D
MGT005-1.p,3,26,29,83,292,1,18,3,24,2,0,18,1,18,18,0,1,2,2,2,2,1,G,H,S,F,N,2,2,S,M
RNG005-2.p,1,30,31,79,319,1,10,1,30,0,0,2,1,2,10,0.8,0.2,2,1,5,2,1,H,U,N,M,G,2,1,M,M
SEU388+1.p,33,317,350,825,2163,22,140,33,246,10,0,87,15,88,163,0.378571,0.539877,3,1,46,5,1,G,H,S,M,N,3,1,L,M
SWV345-1.p,129,2812,2941,6334,32441,92,668,129,2547,1179,670,181,19,181,735,0.729042,0.246259,18,2,580,8,1,G,H,S,M,N,3,2,L,D
SWV353-1.p,130,2832,2962,6406,33159,91,669,130,2558,1186,670,181,17,181,736,0.729447,0.245924,18,2,596,9,1,G,H,S,M,N,3,2,L,D
SWV909-1.p,54,604,658,1497,13353,31,147,54,512,332,152,26,1,26,166,0.823129,0.156627,6,2,180,8,2,G,H,S,M,N,3,2,L,D
SWW213+1.p,65,1525,1590,4008,23547,21,297,65,1341,732,136,216,3,216,312,0.272727,0.692308,5,2,130,9,1,G,H,S,M,N,3,2,L,D
SYN658-1.p,3,47,50,108,510,2,18,3,44,0,0,11,2,11,19,0.388889,0.578947,3,1,25,7,1,G,H,N,M,N,3,1,L,D
CAT007-1.p,1,19,20,47,168,1,7,1,19,2,1,1,1,1,7,0.857143,0.142857,2,1,4,2,1,H,U,S,M,G,2,1,S,M
HWV028-2.p,18,117,135,417,1788,6,21,18,55,72,23,4,4,4,35,0.809524,0.114286,3,1,57,5,1,G,H,S,M,N,3,1,L,M
KLE065+1.p,1,19,20,22,153,1,17,1,19,20,18,2,1,2,17,0.882353,0.117647,2,1,5,4,2,H,U,S,M,G,2,1,M,M
KLE085+1.p,1,19,20,22,172,1,17,1,19,20,18,0,1,0,17,1,0,2,1,6,6,2,H,U,S,M,G,2,1,M,D
MSC002-2.p,2,8,10,20,79,2,1,2,7,0,0,1,0,1,1,0,1,2,1,4,4,1,G,U,N,F,N,2,1,S,M
NUM388+1.p,6,52,58,85,204,3,36,6,50,2,0,34,3,34,37,0.055556,0.918919,1,1,3,2,1,G,H,S,S,N,1,1,S,M
NUM854+2.p,7,22,29,50,242,1,9,7,20,19,12,2,1,2,11,0.777778,0.181818,2,1,13,3,1,G,H,S,M,N,2,1,M,M
SET024-6.p,3,75,78,168,1939,1,15,3,67,22,5,8,1,8,18,0.466667,0.444444,3,1,24,25,2,G,H,S,M,N,3,1,L,D
SET024-7.p,8,100,108,227,2257,3,23,8,85,37,6,9,1,9,31,0.608696,0.290323,3,1,24,25,2,G,H,S,M,N,3,1,L,D
SET057-6.p,4,75,79,169,1944,2,15,4,67,23,6,8,2,8,18,0.466667,0.444444,3,1,24,25,2,G,H,S,M,N,3,1,L,D
SET057-7.p,4,81,85,181,2024,2,16,4,73,23,6,8,2,8,19,0.5,0.421053,3,1,24,25,2,G,H,S,M,N,3,1,L,D
SET058-6.p,4,75,79,169,1944,2,15,4,67,23,6,8,2,8,18,0.466667,0.444444,3,1,24,25,2,G,H,S,M,N,3,1,L,D
SET058-7.p,4,81,85,181,2024,2,16,4,73,23,6,8,2,8,19,0.5,0.421053,3,1,24,25,2,G,H,S,M,N,3,1,L,D
SET059-6.p,3,76,79,169,1944,1,16,3,68,23,6,9,1,9,19,0.4375,0.473684,3,1,24,25,2,G,H,S,M,N,3,1,L,D
SET059-7.p,3,82,85,181,2024,1,17,3,74,23,6,9,1,9,20,0.470588,0.45,3,1,24,25,2,G,H,S,M,N,3,1,L,D
SET063+1.p,5,78,83,179,1352,2,11,5,67,20,1,6,1,6,17,0.454545,0.352941,2,1,26,14,1,G,H,S,M,N,2,1,L,D
SET085-7.p,10,107,117,244,2328,4,25,10,91,45,9,11,2,11,34,0.56,0.323529,3,1,24,25,2,G,H,S,M,N,3,1,L,D
SET239-6.p,3,94,97,203,2441,1,21,3,86,30,7,12,1,12,24,0.428571,0.5,3,1,26,25,2,G,H,S,M,N,3,1,L,D
SEU153+2.p,12,100,112,254,1099,3,21,12,78,76,16,5,1,5,34,0.761905,0.147059,3,2,32,3,1,G,H,S,M,N,3,2,L,M
SEU307+1.p,6,106,112,238,684,3,21,6,104,11,4,14,2,14,22,0.333333,0.636364,3,1,11,3,1,G,H,S,M,N,3,1,M,M
SWV192+1.p,6,233,239,894,5240,3,57,6,122,164,28,40,5,40,74,0.298246,0.540541,7,3,130,9,1,G,H,S,M,N,3,3,L,D
SWV193+1.p,6,233,239,894,5240,3,57,6,122,164,28,40,5,40,74,0.298246,0.540541,7,3,130,9,1,G,H,S,M,N,3,3,L,D
SWV195+1.p,6,233,239,894,5238,3,57,6,122,164,28,40,5,40,74,0.298246,0.540541,7,3,130,9,1,G,H,S,M,N,3,3,L,D
SWV196+1.p,6,233,239,894,5238,3,57,6,122,164,28,40,5,40,74,0.298246,0.540541,7,3,130,9,1,G,H,S,M,N,3,3,L,D
SWV266-1.p,47,1333,1380,2596,8741,41,185,47,1305,148,107,126,10,126,193,0.318919,0.65285,6,2,330,4,1,G,H,S,M,N,3,2,L,M
FLD052-4.p,4,44,48,99,331,4,21,4,41,0,0,21,4,21,21,0,1,2,1,6,2,1,G,U,N,F,G,2,1,M,M
KLE139+1.p,1,19,20,25,181,1,14,1,19,17,15,0,1,0,14,1,0,2,1,6,4,2,H,U,S,M,G,2,1,M,M
LCL847-1.p,38,601,639,1334,8623,22,207,38,512,378,223,52,2,52,241,0.748792,0.215768,5,2,156,7,1,G,H,S,M,N,3,2,L,D
NUM493+3.p,10,211,221,1622,6788,6,21,10,57,190,10,21,6,21,21,0,1,3,2,26,3,1,G,H,S,F,N,3,2,L,M
RNG037-2.p,1,28,29,77,310,1,8,1,28,0,0,2,1,2,8,0.75,0.25,2,1,5,2,1,H,U,N,M,G,2,1,M,M
SCT019-1.p,23,685,708,1487,14324,12,194,23,606,298,152,13,1,13,218,0.93299,0.059633,7,2,233,8,2,G,H,S,M,N,3,2,L,D
SCT020-1.p,23,686,709,1488,14343,12,195,23,607,297,151,14,1,14,219,0.928205,0.063927,7,2,233,8,2,G,H,S,M,N,3,2,L,D
SCT021-1.p,23,686,709,1488,14325,12,195,23,607,297,151,14,1,14,219,0.928205,0.063927,7,2,233,8,2,G,H,S,M,N,3,2,L,D
